gen,nevals,avg,max,std
0,125,6.373278338920163,85.06890133638372,22.4724668097676
1,125,21.345944823295913,80.39666380935819,27.60749224364495
2,125,36.17068848661476,81.01376062569163,29.814022007445782
3,125,40.65497198941402,84.32565649537321,28.71439149424595
4,125,45.49576601161482,81.32810599465462,28.51330296047102
5,125,51.40267825648057,80.87937022547294,24.710649633752663
6,125,52.48095035162815,81.87818001471483,26.873179555702485
7,125,55.267091675661064,80.87937022547294,22.55946833897764
8,125,63.59719437257246,81.44800470516121,17.581219015450202
9,125,60.874623567658205,81.78121212051725,19.425105287890492
10,125,61.83575985007945,81.05139178140246,15.479568241475803
11,125,62.38720127262944,81.55339415825262,14.972416148880251
12,125,66.20023774204874,83.50288003939266,12.480327392566013
13,125,64.12617603378185,81.25208633369643,15.492070041086832
14,125,65.34388224694693,81.17603104378098,14.545229034312332
