gen,nevals,avg,max,std
0,125,-0.42675600283181897,84.09715345739262,16.275186332322253
1,125,14.67285411185781,70.70409014030894,25.647744043860435
2,125,40.39373028275739,80.74483497587951,28.07409681803055
3,125,48.105772677981975,80.84964201680447,22.747328764111643
4,125,53.33307121594337,80.53572893028395,20.292157974702853
5,125,55.849913379789214,87.79276285783406,22.685080100866042
6,125,56.48320432491008,81.32903034696247,20.014913802545813
7,125,59.42532420537185,87.9634839072945,18.324219944166288
8,125,52.981572399513134,86.34287472021595,25.196356167698276
9,125,57.6422888483355,89.02295498414246,23.672124824431158
10,125,59.289239858821695,88.58842758450517,23.057650246125785
11,125,63.612568663526865,89.3423913887366,20.20758411942515
12,125,60.02003718340093,88.2640697516154,20.6471727882123
13,125,62.41115897990514,88.93083583739504,22.511639716042232
14,125,62.26291010638062,88.24595467138856,21.536821732403414
