gen,nevals,avg,max,std
0,112,-0.3428092779084185,48.031581815403065,13.001735908442502
1,112,9.337132812881807,79.73077336515232,20.85465320483513
2,112,23.169732917801134,83.52786736986617,27.36128438407728
3,112,39.81554754233899,83.69966249473295,25.562924657670003
4,112,46.53459509694244,89.87689767742502,25.89279649998134
5,112,54.41049298095579,80.96477360505911,24.218395142578583
6,112,56.928278265652644,87.30350733754585,24.479428150859363
7,112,54.5160324882849,87.64348390729448,27.220839583733028
8,112,51.47769822768688,87.7517427577543,25.38312896433539
9,112,60.56373497265297,87.14227501797622,22.76936990360947
10,112,54.87996563492778,87.47491951993986,28.539483148879565
11,112,57.49055301921437,87.80156254396373,25.80778549339314
12,112,57.9212056382916,86.9231344825393,27.272556934670195
13,112,53.727205108545434,87.47826384716153,30.430338253267145
14,112,56.83537611194077,88.76570464510998,30.38392161360446
