gen,nevals,avg,max,std
0,112,7.557644529254559,80.72599099512898,24.297028581484263
1,112,21.175441585726283,80.9821502065971,26.64755288220929
2,112,40.8352322075148,80.56402645050302,27.60050063144818
3,112,50.896762558406635,83.97788171456791,24.380203572928547
4,112,52.07059397072749,84.42697984162423,24.892301150059026
5,112,60.23790561554167,81.53578965852537,17.827490060986186
6,112,55.15604230636868,85.82674310339455,22.554899043563502
7,112,64.0302941088631,81.82934865204571,15.210934909640718
8,112,63.11485694631138,84.01236794662653,16.040059539115095
9,112,61.12201048425637,88.25219318206047,19.944183596381947
10,112,58.94971451787917,83.12826178338982,20.969983224944684
11,112,61.340424155578205,89.92755679748393,19.576753359628654
12,112,61.68878439099568,84.58676488929719,20.504733440609133
13,112,64.24878819093666,84.60139103835165,18.157321859775568
14,112,63.337598552394475,90.81504867174102,17.906832323925816
