gen,nevals,avg,max,std
0,167,10.169902442973617,80.53621549601701,25.174602298790692
1,167,35.20121318493401,87.84201861363448,29.57904845684932
2,167,42.69400230158421,81.25227917872573,28.43809970635651
3,167,50.824834219145956,81.07861998362478,25.226670008387828
4,167,55.860584350220066,88.04643885288158,23.669505485528738
5,167,54.70237414793368,81.43637930240945,25.425747376099757
6,167,60.30377944589949,88.76739401050143,21.320659571680494
7,167,57.89055100554357,88.57246441559187,21.87774883404554
8,167,60.19815051980166,87.2961240389389,20.82041415103087
9,167,58.899344501727015,87.30510764697468,23.28949889064628
10,167,56.57395250817325,89.84155097436032,28.04447571760369
11,167,53.24006368970455,89.6868561041854,30.40029890701422
12,167,55.995049864562965,89.51737618889823,27.49177457545747
13,167,57.490688062437634,89.71554668962844,28.44703530043151
14,167,57.40396707036333,90.14807867396004,29.84586070246377
15,167,55.8128852616388,89.86246441559187,31.651260871970276
16,167,61.46384760845222,90.50665284327403,27.796289013980886
17,167,63.577969301104325,89.93737618889824,28.502640282293815
18,167,62.27066527185673,89.86554668962845,27.885039884546313
19,167,66.22158196027938,90.5061267729703,23.37015234638797
20,167,63.171114435067885,90.53975149027754,28.12946246052507
21,167,67.11063694694022,90.29665284327402,23.08085764273686
22,167,67.00823393569681,90.86031724812534,26.360181156264776
23,167,62.27083261715552,89.99501211830027,27.370292871620652
24,167,64.46599686571405,90.14807867396004,27.29886373073828
25,167,69.81271888056826,90.28332131383074,21.937418837175578
26,167,66.65228290829438,90.38165280160673,22.886245178693255
27,167,70.59339755758941,90.98665284327403,21.89910996032727
28,167,69.11585619441951,90.58903445547432,23.90789845493983
29,167,72.393919693533,90.86975149027754,22.442325551255806
