gen,nevals,avg,max,std
0,112,-0.6746824847124231,80.95803839699632,15.637656824298299
1,112,11.115260071847208,77.6512103260088,24.131272363654986
2,112,29.687778512738355,81.56740735553036,30.254396086165116
3,112,39.1629713625696,81.56069216575496,26.62330702980804
4,112,50.34355394432612,81.743102234373,23.05542850387469
5,112,49.9416578197333,83.7406316548737,24.268850046889263
6,112,53.86663692766769,81.03943362557266,21.527449989072856
7,112,58.85269069190367,87.68577077342293,20.28870962448657
8,112,56.90091198640099,80.96526195198743,18.431961697736256
9,112,58.74139516291963,80.7513832608412,17.61155810393753
10,112,60.59619905673065,84.84411580251678,16.818976749871805
11,112,60.2870133493882,87.9274727254666,16.969465568291273
12,112,60.16690272242685,83.73510361220185,17.223051849744
13,112,63.096961193827156,83.05881439129118,18.709607079266842
14,112,64.23627067393261,87.32138339896358,19.515536509499096
