gen,nevals,avg,max,std
0,167,-1.0719340935327921,75.7900335784872,11.010996800241841
1,167,11.33235782098594,86.31527131518516,20.31116912832415
2,167,22.882396139203983,86.4709997570368,23.41435469638123
3,167,36.651786393231156,86.75450226534173,28.17451259271672
4,167,38.050127588657,81.06282159329191,25.66093250613774
5,167,45.2116054645148,86.57792891329119,24.830667624055522
6,167,42.71719321317148,87.79130227017919,27.91865983816593
7,167,46.2035740405294,89.72414657236226,28.115199682221597
8,167,43.764953963507054,87.98509222087642,30.927023286179683
9,167,50.11595339804321,88.63985946155262,27.786553003884926
10,167,51.835760400486656,89.83324112217544,27.200577860604415
11,167,55.89043472490548,89.694638122127,24.806393869917763
12,167,50.825626965510146,88.72568538442871,30.390047297138352
13,167,55.86190245335135,89.68919802884162,28.506192029663076
14,167,54.58863157332328,88.80957896395675,28.517299883725187
15,167,61.31385489349926,89.33138603397732,26.452092902295178
16,167,65.40816651589994,90.44737618889823,25.237099445229173
17,167,66.45265351134817,89.95806068580802,24.806978771339875
18,167,69.7501596561422,90.56737618889824,21.845346556827923
19,167,67.94225867245005,90.68975149027753,22.952088244080286
20,167,67.11292076425224,90.31568538442872,25.39696076594058
21,167,63.746529862931,90.40806068580801,27.343701271681596
22,167,65.83900104919815,89.95569403212787,23.56830597057291
23,167,70.40789239325446,90.3561267729703,21.65619943316179
24,167,68.73137324650982,90.0149620388045,20.649430293608933
25,167,66.86216294792276,90.23319169933407,24.61832242286213
26,167,67.8551891476665,89.98806068580801,24.594046705399098
27,167,65.01718152861451,90.32375147159101,26.104491148799294
28,167,71.18785195778605,90.40332131383073,20.649219824585465
29,167,70.34324296015687,90.37332131383073,22.702535318752215
