gen,nevals,avg,max,std
0,100,5.897197955548877,84.13941078896683,22.473107733081395
1,100,15.468432429943455,77.57077782622157,24.365812588604587
2,100,31.30342389875162,81.46879368794845,31.49336800572207
3,100,46.495984001231534,79.50479990067274,22.733645455353237
4,100,48.33425688587584,81.27949174113442,26.31438021002633
5,100,48.39641901570213,81.10853043763218,29.766788427897332
6,100,54.04616991511372,80.87160790834668,25.10254401412684
7,100,55.79439554399025,83.81698839476367,23.9914294772294
8,100,57.992647875711384,89.3711858355515,21.233264848031457
9,100,55.12438942859743,88.88915951520407,24.98668888299964
10,100,58.67874216968965,88.49126002995185,23.996850460009046
11,100,57.1281358923948,89.69379432890362,26.29640960398406
12,100,60.630380259036095,87.58783820664308,21.817929858632137
13,100,57.318360552162915,89.54148267771755,26.051763942764637
14,100,61.868324899425495,86.11613660767482,22.13868624008593
