gen,nevals,avg,max,std
0,100,-0.8130364446021504,78.16135115976455,14.960647102698138
1,100,8.664337281005725,77.98890149223193,22.832236977528478
2,100,33.97059264073858,81.03209918587646,30.224527364582176
3,100,43.95221378129632,80.11679456179519,26.897875725711675
4,100,51.24267767516616,81.451717868602,24.599334983815307
5,100,53.43698109047665,79.27772693877871,22.42603228385986
6,100,53.48386539432808,80.98178539282368,20.175040304696445
7,100,61.910100426799474,81.27983523827945,16.848886044996856
8,100,55.47850136810854,81.23774316596877,19.7822760118874
9,100,54.630316682880554,80.56428448181977,23.410580941845478
10,100,59.96744880011823,81.72065273878738,20.32491348044477
11,100,63.72796173301464,89.04088209271224,17.243066972693327
12,100,58.35685724789472,87.95749889651516,21.087105698767417
13,100,60.99694216160723,88.17217008760132,20.135732132021996
14,100,60.525608648111955,87.30505873185562,22.78737519837329
