gen,nevals,avg,max,std
0,167,3.8724758488022295,80.7974218604136,18.856143314624905
1,167,13.023486349097688,85.63431696891831,24.13922090707522
2,167,36.436760032057705,88.45078411477422,29.0749786619563
3,167,46.64553811788717,89.66165280160673,27.139853691118955
4,167,52.44719344139728,90.91802808429951,26.941418192935636
5,167,56.729153712172035,90.29612677297031,26.819384103501275
6,167,53.403509575986355,90.50917174028899,28.74440969845669
7,167,53.0237693691212,89.33165280160674,30.680134996400692
8,167,54.91059172422759,89.65571026299571,30.374060013783545
9,167,61.85320189984683,90.95975149027754,26.05015686391605
10,167,57.97691206357593,89.93824224732734,29.150668340770306
11,167,55.745184945674936,89.92820029826106,29.838714637360475
12,167,58.02538861194578,89.6361267729703,28.19699364949897
13,167,65.00712496734656,90.3456853844287,27.17150911675274
14,167,61.491575460970004,90.25991551297102,28.454328860092694
15,167,65.93651058340096,89.8439150449583,22.773596505657796
16,167,64.52655159890296,90.13332131383075,24.618608578692296
17,167,66.65381146590842,90.68737618889823,23.114974743105243
18,167,64.84048429930404,90.0084650423513,23.96136321051009
19,167,65.61415058406473,90.00997064483636,26.78187834767393
20,167,68.43867848338722,91.07665284327402,21.69129779201229
21,167,65.5389946390948,90.64806068580802,25.35790902589149
22,167,68.10133500087751,91.01138740099304,23.621169601242553
23,167,70.39751807604658,90.85903445547433,20.047310302548357
24,167,72.02996777931719,90.1730281259668,20.274569734989356
25,167,70.1892592748416,90.35414657236225,21.353970480740767
26,167,70.71646159816927,90.29165280160673,23.91614343178811
27,167,69.66141842397587,90.86737618889825,22.08478031937787
28,167,67.77632810445525,90.37554668962844,24.89327017367655
29,167,75.8259041307336,91.01975149027754,17.252461394396274
