gen,nevals,avg,max,std
0,112,20.441710909544305,83.30969218464298,30.906443867076344
1,112,37.034810550749434,80.38890149223194,30.91973392824535
2,112,53.54073304661243,83.69451410622912,28.110600203253398
3,112,59.808195255961834,81.9708776553893,23.05567601529849
4,112,56.39611502419374,84.35999353297147,24.081064500566836
5,112,58.25516535047488,84.62188103082693,25.054330659618795
6,112,58.1480592585616,81.62487575245245,24.30596413117482
7,112,63.381503299440546,81.6049617297269,17.737513498956517
8,112,60.46768670897528,83.91855994032595,20.417358686568434
9,112,59.303977869647674,83.21573331025381,22.26740741915648
10,112,63.17732188678001,82.01517583108541,20.037652861146874
11,112,63.34430566332469,81.58907128872217,19.91714643040317
12,112,61.88742818106993,88.30871045013167,21.257621308301253
13,112,67.70492463263355,84.74335576529195,13.945772291158905
14,112,64.01180651180422,81.63660085342202,20.351113636899708
