gen,nevals,avg,max,std
0,112,6.55274612864759,79.94577892221196,23.0183569879086
1,112,25.152132197782233,88.38811561292634,32.60591467505015
2,112,33.719365091563084,80.61149884545922,30.7657419609196
3,112,40.912996161028914,80.87937022547294,28.08551272888753
4,112,52.83453564846826,80.81160790834667,25.030929709590033
5,112,49.156704600473404,80.87160790834668,27.256873092112034
6,112,57.03458259767903,81.07368307579948,20.6160660873801
7,112,59.525009967787206,80.96444900234546,20.502596541104104
8,112,58.73201388152392,81.38973497214205,21.406437101289466
9,112,63.18129538404873,80.81937022547294,16.936199071208538
10,112,64.24993224296456,80.87160790834668,13.640909797285133
11,112,62.06701338303513,80.81160790834667,18.83999912484904
12,112,65.52412358811944,86.40489557889227,16.20944864749407
13,112,63.84103681756925,80.87937022547294,14.343241141990061
14,112,64.66228621014432,80.87937022547294,17.720200317697724
