gen,nevals,avg,max,std
0,167,-0.446281528236238,57.8357415944671,11.858831761305451
1,167,13.986207408250811,78.21076735003642,22.435309104343535
2,167,29.93104910678,80.71592899748912,27.778450367266586
3,167,47.5528056520048,83.82071653727785,27.00373092636477
4,167,48.23545588053576,83.20863344316562,27.220785052616524
5,167,49.302445168376266,88.16266255194292,26.761219371904264
6,167,52.400239842440186,86.91466012682552,25.172291944245693
7,167,51.49521153312331,88.05910205473788,26.560278133201
8,167,49.870789159353635,88.33645286851011,26.674802236624995
9,167,52.22679710874862,89.3902896759743,26.93186739350541
10,167,56.31087828654199,87.43554416158106,26.058001106770753
11,167,58.944662789753636,87.82800025465819,24.60769888884686
12,167,59.035808078885225,88.82022584931417,23.7338603169245
13,167,55.7884371240479,88.03174275775432,27.97624008842467
14,167,53.78345359444986,89.14278918567716,28.122721765076346
