gen,nevals,avg,max,std
0,125,0.2388816185420444,82.31104104150324,16.068224561778923
1,125,7.263526081795185,64.0356121214728,18.907806111103266
2,125,25.457231692577842,80.82492003980849,25.088882521537524
3,125,42.13597280155311,90.12644723453236,23.752379502237588
4,125,47.703033813444186,83.73183026347485,23.583811688545413
5,125,52.26343409714377,86.42721216650234,23.45441402934839
6,125,52.69578700308047,84.0075560480911,22.865966017911838
7,125,56.35864565174779,81.52662877662743,22.3535596366668
8,125,56.035617358012786,83.95321738321216,21.46489100928046
9,125,60.0560250881238,82.19688187807213,21.34803006039001
10,125,63.231121347826566,82.00162598590147,19.697173824626756
11,125,63.39343697924126,81.61521242059457,17.803541859121687
12,125,61.816917793536554,87.91174275775431,19.98822883218433
13,125,62.56579828933163,90.34067504663433,20.038694765636862
14,125,65.12866665387727,81.35367872850073,18.45158454814393
