gen,nevals,avg,max,std
0,125,7.256994991399144,80.42457349353947,24.998510564041833
1,125,22.74434052102093,74.76836244949074,28.775938932453116
2,125,39.08562200861404,80.810470671478,31.020902694412424
3,125,48.57737954276706,80.94520085391243,26.395936295287726
4,125,56.71386048971268,80.61149884545922,22.236858917198692
5,125,60.20106254838625,81.06430999301807,19.2750138069946
6,125,61.96743120661669,81.3582234843554,19.681517444988746
7,125,65.46762536771504,83.22546501419413,15.050053602538888
8,125,61.349839505083175,80.87937022547294,19.47917460159047
9,125,65.0308053839962,80.94444900234545,14.989528096873908
10,125,65.28503698212651,81.32029514401785,16.163774916077355
11,125,67.4722979502782,80.87160790834668,12.623650560603375
12,125,68.43967605341133,81.2725765789283,11.711377462056438
13,125,67.32448835361193,80.87937022547294,9.693481608808698
14,125,68.64861468383357,80.87937022547294,9.616732006576145
