gen,nevals,avg,max,std
0,143,18.703375497622,80.48083019848919,30.26411872199699
1,143,37.208740037002805,82.11430960091714,30.77274235193242
2,143,49.891346263356986,88.25092676049626,29.48359753280667
3,143,51.73803013415023,82.3329875054588,26.570680378248017
4,143,57.087291233452774,81.87610480481106,24.346178472786548
5,143,55.73902969691286,87.84953524416748,25.52986036434017
6,143,56.498495365980475,84.33802824813974,26.058185996873636
7,143,62.382261982700925,84.1852256956488,20.558833339430617
8,143,62.20222879931363,84.31330265440607,20.439703492386393
9,143,63.71093359531889,81.83294024742753,20.392389218023858
10,143,64.5418928495276,81.6238391928199,18.61707193201198
11,143,66.12076085553961,83.41150878520715,18.76765363705127
12,143,67.7084331348076,84.62009915342877,14.642062363962959
13,143,69.71017928736806,83.33683730029871,13.16954385615987
14,143,68.80252334748785,83.94306090536527,15.041326594176097
