gen,nevals,avg,max,std
0,125,19.456934059621233,81.23490792496655,29.733182204278886
1,125,35.26350291023575,80.9421458962746,30.90027232360394
2,125,47.619423928225686,88.7346356052651,27.976806162690178
3,125,51.560324473904984,81.71282742878022,27.452795364581043
4,125,58.32688949882474,84.47607773945744,24.50223820665123
5,125,57.16119281190831,87.97499813090685,24.555441683599984
6,125,63.79744554063306,87.71553129260424,17.917156466149518
7,125,64.84105938333288,87.64047888812145,22.135342515192598
8,125,63.597934406285454,83.34602191927911,21.14297739193503
9,125,60.96598389478451,89.24542083762181,25.368236753146213
10,125,58.023520276074514,88.84275497649959,28.70877552077297
11,125,62.986929392626635,88.9422576695434,22.94084252774262
12,125,67.2030840611105,88.77971714757645,20.717804207533607
13,125,70.5293340495789,89.51775891378537,15.5434390847367
14,125,65.62254946350016,89.14144219251425,19.724293753322407
