gen,nevals,avg,max,std
0,167,-0.061812403429197506,87.87844330432117,16.644776895899085
1,167,13.942312327389208,76.19516179698945,25.42738930632969
2,167,28.196347565602903,80.55263074730385,25.99812579085762
3,167,39.00040578811365,88.59125594053259,29.07241995048931
4,167,45.74973185831551,87.46193356671773,24.209972042036387
5,167,49.22213640104987,89.568060685808,27.30397320291647
6,167,49.99274541965115,89.09374334437328,25.168927842877622
7,167,52.41874715557804,88.54573912901407,26.465115035833314
8,167,54.27180993385344,88.41543414884282,25.080560654037985
9,167,52.19565340218393,89.59805931879231,25.622494248575258
10,167,55.54058978919937,90.23031724812535,26.861607705139743
11,167,59.866303191596195,90.14031724812534,24.61493650009203
12,167,56.52792678697784,90.20975149027754,27.174682727825978
13,167,55.63269619164585,90.53265917278156,27.680103094142126
14,167,57.29004295739622,90.7356853844287,26.01800820132621
15,167,61.28202011893274,90.82568538442871,25.208161108129715
16,167,59.767273736900734,91.01501211830026,25.196644023099463
17,167,63.45013595820597,89.4480593187923,25.795446483772256
18,167,64.26051332181378,91.068060685808,25.39794810593713
19,167,69.37528606001463,90.22332131383074,21.5064437359813
20,167,67.01175167831148,90.83975149027754,22.7704210586782
21,167,61.81711759039754,89.83096836831203,27.5957005771497
22,167,67.98694489273113,89.69737618889823,23.276092108338855
23,167,70.31603432862342,90.92501211830026,20.73222844668418
24,167,71.58739756338278,90.11501211830026,19.886409225105773
25,167,67.78854055961433,90.17052185505503,24.260159455036803
26,167,67.27279830399051,89.56805931879231,23.222762676939706
27,167,66.30818231640112,90.17975149027754,25.713121102922454
28,167,67.85402225398454,90.88917140693567,23.592004865510013
29,167,69.3463534882596,90.32737618889823,21.59397735056151
