gen,nevals,avg,max,std
0,112,-0.7033266433258236,79.24638707605747,14.328507446386398
1,112,8.300003998611349,77.94928888551841,19.982447137359994
2,112,23.638151178969082,80.64616077436723,24.7159117360325
3,112,35.18085974009549,82.85549440711907,26.020612770703877
4,112,51.32806670610598,89.96969013125879,23.384832467992094
5,112,51.939972153474905,81.16308213921894,21.80115901924198
6,112,55.436941407537134,81.23747084146719,18.803416239697754
7,112,55.831440180235475,83.12178909526769,21.304178963116705
8,112,58.247450867421946,81.40080561700752,20.99153900116539
9,112,59.38613688474824,81.60589975545491,18.26873830468437
10,112,55.65463845644913,81.56301436983598,22.24215038960671
11,112,58.130352765288016,82.20767866865106,21.162957213393323
12,112,56.164966196939,81.49945944467309,20.582738166333318
13,112,60.58566325441838,87.61283754932366,20.900637810851027
14,112,59.2374024613199,89.75488391421514,23.610403052511995
