gen,nevals,avg,max,std
0,112,8.09292171476181,80.78284297538083,25.39046762198546
1,112,23.386793403920297,81.56226616346142,29.631203430996408
2,112,38.81322861960439,81.16808028853772,28.393761248219846
3,112,46.23938260555995,81.06343278516687,28.649874116849354
4,112,52.82935763222572,81.53760751163317,20.050374724461292
5,112,56.65276301985158,80.87937022547294,20.444785576599546
6,112,53.4664012210773,83.75053243293343,20.34265307774973
7,112,58.839521176456614,81.28468725245173,19.303224155241345
8,112,57.89094088053405,84.35387317224904,21.598758233555316
9,112,61.11515764323097,84.21174630326088,19.26276669466254
10,112,59.38481989883153,81.27621658654891,20.82578608141632
11,112,61.27099946338564,81.40157734295926,18.147013657930454
12,112,62.53602251580129,82.00101003316452,16.640130467617332
13,112,64.02013898150359,81.41701164489126,16.62889649163868
14,112,66.12419309353675,81.2400196868111,12.765824109128392
