gen,nevals,avg,max,std
0,100,21.638057686929315,83.52732705080133,31.705831562325876
1,100,36.52714971753821,82.05656850709799,30.908391303447257
2,100,48.104233227638225,89.23830281643875,28.614479767423063
3,100,55.97413175558231,88.05214034009218,25.581997663406163
4,100,59.66665415605505,82.62216786120638,23.627178364695656
5,100,56.072611465123884,81.7078421067851,26.748807762362137
6,100,57.59406326884874,88.14186563293329,25.22759306525107
7,100,61.559092492632416,81.73197249889942,21.560975066957848
8,100,63.65122775509328,81.50448144110771,20.27095369110733
9,100,64.99338531058521,86.90851037123355,17.955991948386842
10,100,66.06342259171173,81.5794269674949,17.993445063836454
11,100,64.99659074572659,88.29590461358868,18.67418934175043
12,100,68.19610639785154,87.54507609108764,19.412350466256235
13,100,68.62409253595783,83.81331731380232,14.455203942243642
14,100,68.57566881997803,81.8834347143598,14.590406723780697
