gen,nevals,avg,max,std
0,125,7.569737409157069,78.12349122792585,24.37625429919857
1,125,24.88709024931105,78.56865074483063,28.12728118691759
2,125,43.42971675584715,81.46798249652439,26.13101930591352
3,125,47.92988271682673,84.24039377986111,25.696903422591546
4,125,52.86773045406879,80.25984594350383,21.19282075868753
5,125,55.45686552144841,81.95700616386732,20.35567687433786
6,125,53.83711419849188,81.85732377063762,20.2357329982443
7,125,53.716059432030555,80.81821964670146,20.93601831369179
8,125,54.48562545614418,82.0489105436427,20.065465768316226
9,125,56.47662598004619,81.16830007903765,20.08260202062734
10,125,53.442620427854884,80.27015658441813,19.579773399056958
11,125,56.68192070498913,81.43056087479793,18.763614997827585
12,125,56.455875729687584,81.57636892264247,19.784612682432062
13,125,59.66596858658436,81.37906189446386,17.590589645104217
14,125,62.30682583230252,81.56225307336611,18.132929338304475
