gen,nevals,avg,max,std
0,125,0.3157310285508079,59.98835861964534,13.545082984506857
1,125,13.857895946205614,84.1559108129246,24.634020960287266
2,125,28.655156165255356,87.51265079850833,28.98091887207607
3,125,34.37435456670868,86.52445501566935,29.987374908422503
4,125,47.858253107755914,87.65739065119321,27.042289874424185
5,125,51.54957150563643,83.42858546995396,24.502095106363715
6,125,55.3696837597477,88.6395527448043,22.43363646870891
7,125,55.77057192795893,88.10569142088133,24.180790362422194
8,125,56.17523292550448,87.54552651539382,25.1438674862594
9,125,54.15107468687936,85.14123969637042,25.39556785112924
10,125,56.82184840455188,88.88361457096444,25.595897394850017
11,125,55.1221296335349,89.48742062309287,28.173285168944215
12,125,56.30741210100068,87.78988434828359,25.72393332457254
13,125,60.17568830908897,90.2394608846384,25.9856130530483
14,125,56.43082985604474,88.66526150864875,26.537858911131163
