gen,nevals,avg,max,std
0,167,17.53369918301342,81.11788184222456,29.627746301668463
1,167,35.626139327802136,80.71363327095999,31.037197582991645
2,167,47.93440338404382,87.8320414620859,28.424635409754018
3,167,57.64572090934208,83.96984602790916,21.772368993900372
4,167,59.65781671948048,81.20096068514658,21.290532453601053
5,167,63.977630587252,86.70898001620155,18.527746727300165
6,167,65.25061585723203,89.11916645807935,16.60061728534927
7,167,60.925890185908735,83.96690185294476,23.246450758872765
8,167,64.2488651322109,89.05245694902419,20.82338523142709
9,167,63.350104428879575,89.04109990276356,23.176498449200732
10,167,61.97742312506954,89.01115335474651,24.234408722204503
11,167,63.66790976611379,89.08365506143035,24.649635629274247
12,167,67.33659694117057,88.73549971585588,20.379068158175784
13,167,65.14232548712378,90.05636035197983,20.409711533555924
14,167,68.02812500807828,89.63073532682249,18.702399430487514
