gen,nevals,avg,max,std
0,167,12.994132744822299,81.38352700221662,25.77601166456866
1,167,30.524424627317437,81.06404558411123,30.06530246979288
2,167,47.907933180885394,87.30959286680479,27.018381311779518
3,167,56.032200123842046,87.22431696891832,23.69848672760553
4,167,58.13056204440181,88.47997313668554,22.236486285598602
5,167,58.49384398692795,87.61819893124536,19.907426626269846
6,167,62.02463343194732,88.51834630095536,18.70314312870125
7,167,59.14226243168966,88.97628897932188,24.706634839424062
8,167,57.65805401345753,88.5101428587979,25.5758118009663
9,167,57.09260750715947,87.74761870601426,27.747697798519482
10,167,56.66796950442391,91.04975149027754,27.617704460048365
11,167,58.39581192360243,88.66834330156763,29.032670748824884
12,167,55.463007947644165,90.15629543710293,32.05539984148583
13,167,62.050704358295626,89.40258344440429,25.625855691814163
14,167,58.4381414680952,89.72975149027754,29.44230815033074
15,167,59.84991795973515,89.71078411477421,28.66363392593219
16,167,62.732035525431,90.07332131383075,25.027046719049387
17,167,66.08655876914719,90.18523542581534,24.585921434944797
18,167,69.4521524701988,90.1068561041854,22.006891418287495
19,167,60.990950796743014,89.84155097436032,30.20066324024443
20,167,68.18084695144681,89.37997064483635,25.54719504323855
21,167,64.4270144203429,90.1400212344969,26.08006258816112
22,167,60.556326388001764,89.86332996152989,29.320992427030973
23,167,65.9569009193781,90.23391504495828,26.936672918881943
24,167,67.27470159781737,89.55996199713721,26.64187523217707
25,167,66.88086068504757,90.0156853844287,27.63009656305313
26,167,70.22081205658742,90.60748060246615,22.40101200174165
27,167,66.40645179794188,89.98610541913354,24.918888494062564
28,167,70.61429496780946,90.38737618889823,20.86166275287241
29,167,72.66740456181323,90.53501211830027,20.179199034863732
