gen,nevals,avg,max,std
0,143,1.1671314035236335,81.92331232247786,17.919939826442736
1,143,15.470309327148026,87.11908367862418,25.633536147719077
2,143,36.92242889974664,87.36136415072912,27.497037829014186
3,143,53.64467847726964,87.12953524416747,23.0359951519171
4,143,55.216011263257315,80.89260891588434,21.526460814028
5,143,57.74829231349509,81.35970756914558,19.657019547505932
6,143,60.797134401826334,84.21569112247653,18.388790515709257
7,143,61.65347370615459,81.74316924653847,17.801343160086304
8,143,61.02025907283005,87.20459538174576,20.30281818743847
9,143,59.1728476933803,88.30140727961316,23.71422811811321
10,143,60.04351559476911,88.92253119534946,21.110228214778825
11,143,59.84860428285227,90.27388456710152,24.008127208322946
12,143,66.67818193630129,89.70956077318557,19.046936169819666
13,143,60.42973553509746,87.1829739276618,23.714252032112128
14,143,63.958034710022815,89.6983589853544,21.97624586706942
