gen,nevals,avg,max,std
0,167,0.535096448446305,57.22114619612894,14.128590817010645
1,167,19.125419828247757,81.95696371157348,26.629968533442497
2,167,33.02616687903657,79.10499410496759,24.55647445511258
3,167,40.49220203279192,80.17347349769096,23.72017658042038
4,167,43.7054066122542,89.37786973122209,26.202409704765174
5,167,45.673920849206034,79.9372556305838,21.707804035864235
6,167,52.4512762867283,79.47823573543073,21.23101548054349
7,167,59.076054860145994,83.87627222853749,21.032846341010973
8,167,60.9764422821578,83.87998115972769,23.269988191444003
9,167,64.66555624654102,79.47958016523992,20.492639998184682
10,167,65.38094275144783,81.67933972282125,19.228877762834003
11,167,65.3626365891261,79.40499410496759,18.722180126305503
12,167,65.12846058473563,79.4195188047058,19.782856467181126
13,167,69.57219427002265,83.64899724691045,16.134260025631022
14,167,66.42351284374467,79.78757834375145,18.473485971170646
15,167,68.08031744229444,83.48882038133071,16.916694670421183
16,167,69.10516132790876,83.44610313864615,15.035335814408992
17,167,65.50268902282677,83.8816286076761,16.482403465138628
18,167,61.1880215694603,79.4663724604628,24.366101942848726
19,167,67.30192890244523,83.58928192291225,16.229370287428377
20,167,67.06921073949796,83.5873249732517,16.76025247177097
21,167,66.77229234315872,83.44439955948533,16.947578856911885
22,167,66.34446092178038,84.24231033450016,18.286416511211268
23,167,68.94947650794863,79.48250215801943,15.456313530511755
24,167,68.49746741066015,79.51646835977401,13.513872879762783
25,167,65.95496586164808,83.60326698753354,19.033129515538977
26,167,66.74277736577882,83.62670035143525,15.30093661216808
27,167,66.82609245442137,83.62670035143525,20.611102089509018
28,167,65.40514135911651,83.62329897777387,19.101328608418346
29,167,65.89333350793041,83.53555878636104,16.66951115314624
