gen,nevals,avg,max,std
0,143,-0.7240588924839101,81.64668277737822,15.406588746273385
1,143,18.27820651936923,79.11409233832705,27.427050283064442
2,143,37.44371086695186,84.04543979407354,28.184079277069802
3,143,49.671286779025145,83.6512103260088,24.543894333717915
4,143,51.32654201629848,83.07531978792143,21.779038758237224
5,143,56.412795141921045,84.3717562417325,22.399908674477345
6,143,56.504848838886964,89.6937333917913,22.081895518474276
7,143,50.584393249616234,89.16405744387971,27.067244898179855
8,143,59.95591634176742,89.32645395263563,19.523592200511374
9,143,56.206165298956904,88.89937729043807,24.90756918949545
10,143,56.978170166820526,88.36445247410575,23.48793440656573
11,143,61.545284523083296,88.6483730325913,21.80304819765705
12,143,61.99924441156711,89.77715627080921,25.815197922154088
13,143,62.95483911504111,89.03349236005778,24.967956894545278
14,143,62.92687664758163,90.75206565120787,25.57815798053297
