gen,nevals,avg,max,std
0,167,-3.0165911779016112,65.31595491862926,10.85653209874871
1,167,5.47200343708811,80.69609126376196,21.67710306890955
2,167,31.835449301524623,81.98703876951167,31.737031660509615
3,167,50.19572592455202,89.90698251879405,27.293764431113885
4,167,54.52031997739875,87.21837340383121,24.1481242180062
5,167,60.853676918092425,81.0053516742886,20.65814330969291
6,167,62.22397195516036,83.37647064310023,21.032277769574872
7,167,64.40065956702779,88.81235021605397,17.758802549557455
8,167,64.7517974345905,87.31375094109802,19.289087359709576
9,167,63.97659857170382,83.91917705921497,19.524482335708804
10,167,64.00423757149676,88.10356378345163,20.40641717346907
11,167,61.734463159834,88.76191372398239,23.57764978148811
12,167,63.35790693928302,88.71323407134373,21.61123112523483
13,167,61.68475580963934,88.62782734381483,22.74349829140906
14,167,65.20667503007222,89.55289460146355,21.773639365239788
