gen,nevals,avg,max,std
0,167,5.870974556848887,87.06965474380871,19.2912035546438
1,167,24.58912603936875,76.8550063568361,24.579689578242164
2,167,40.16978448042541,87.0266804846388,25.333830417712324
3,167,50.51049292799735,81.08023628886275,21.217207082834307
4,167,49.668527156193086,81.61197300490285,20.699857968116568
5,167,47.994617013672425,88.21661170030836,22.03253522071165
6,167,52.48674879304843,87.02106970551804,23.184517853219194
7,167,53.60471150697621,86.43022828437469,20.7541553302015
8,167,53.35279856708486,87.86074395523329,21.28483361241792
9,167,53.53820916323929,90.52806068580801,24.219347310816598
10,167,45.93618216434506,88.28525505453406,25.830729059718337
11,167,47.53809517210376,88.7764658035708,27.3350254181725
12,167,54.499512102599915,89.48809174694884,24.368069298467393
13,167,52.58784479739429,90.62052185505502,27.10582058509773
14,167,51.07561594016241,89.26919688862388,28.036429679192207
15,167,54.58695220195103,89.65806068580801,25.84973857183516
16,167,56.04305766130257,89.71579142523922,25.362585877822504
17,167,56.77235506768833,90.61245576789273,26.670554322947066
18,167,54.666997030676576,90.53975149027754,28.350144704491854
19,167,60.456969297510554,89.96146614919266,25.759128803594493
20,167,61.7121775236388,89.44301174557347,22.730752352416562
21,167,61.150036510534974,89.92356425006454,25.123636578349757
22,167,64.75848067486739,88.74242874005097,21.73107157159654
23,167,60.097485988141706,90.55424525871416,23.13043737013611
24,167,65.1598409761286,89.81501211830027,20.993775731838536
25,167,59.53505425108821,90.59737618889824,25.858610611754287
26,167,63.3678728830952,89.41338267520098,23.014150867842226
27,167,65.86575936620041,90.46568538442871,21.516250757502345
28,167,63.302857773135116,90.39748060246615,25.48830317155459
29,167,66.68339564460894,90.49806068580801,21.3480009480841
