gen,nevals,avg,max,std
0,167,0.7115355345704976,85.46300657495996,16.084282730820366
1,167,12.145880412217947,85.95180806451987,22.365048500131422
2,167,25.153293491693084,87.28573776199835,27.074660589255956
3,167,36.065663934216445,76.75014236828838,26.544657173913343
4,167,44.58830272016106,87.50106970551803,25.683698155082713
5,167,44.883688928035895,86.40369153503998,24.84774793966353
6,167,47.999866214266405,87.44958728960418,25.369948538897255
7,167,49.34576521658812,87.9561240389389,27.22439287806421
8,167,47.8391715704087,88.1361240389389,27.177174259144735
9,167,47.21001844879204,88.67721335524058,27.810560662334613
10,167,54.33935532401763,89.29806068580803,26.11867320933885
11,167,46.45660413769771,89.92496203880451,29.366128438993332
12,167,55.782410795100304,89.91748060246616,28.582450396686127
13,167,57.74451396098242,90.19568538442871,26.451867946073634
14,167,55.04956123625275,89.68538704695277,27.83581915406189
15,167,56.692475527299194,90.68975149027753,26.694658932135194
16,167,57.45749487365225,88.77595280480057,25.880816448027993
17,167,55.43595522840555,88.69573912901406,28.43193155938595
18,167,60.605202965917435,89.69146614919268,26.378546876720215
19,167,61.50074677320934,90.37496203880451,25.006621922681592
20,167,57.17587391070864,89.63975149027755,26.394585201778494
21,167,60.69898866034512,90.38975149027755,27.04217549469279
22,167,63.927239761135134,90.85064088386744,23.579587412367232
23,167,60.14152055851716,90.34496203880451,28.80310582117177
24,167,60.57637110891708,90.35265917278156,26.708673358489182
25,167,64.31495735272865,90.48501146164585,26.101097456250766
26,167,61.918265327409735,90.40806068580801,26.28351315411285
27,167,64.5961421190635,89.85748060246615,25.31503486378061
28,167,69.5320307864704,90.31245576789273,19.0313099683365
29,167,67.90059099635131,90.59975149027754,22.021799529865117
