gen,nevals,avg,max,std
0,167,9.356848353511886,89.15657910791802,23.536487477286858
1,167,29.423336385479008,88.1033734379215,28.15987427242154
2,167,41.12997442091382,89.7522162221524,26.816094788231066
3,167,50.818698297461765,89.35013365445019,23.060974461340567
4,167,50.223098519329774,87.1648811083402,20.184518928689133
5,167,50.2811094788512,89.3453532243825,23.027554266066588
6,167,46.98648803959227,79.00389924167997,23.47705153847557
7,167,51.88539885018343,89.66574405214905,21.956046941546354
8,167,50.08904061771161,90.0895372427434,22.866323645294734
9,167,51.07546839291188,91.25827647562639,24.115499753880556
10,167,52.083968692302264,88.82133210266352,23.4841562848713
11,167,54.52602598920051,88.46115493364223,22.532129806554963
12,167,55.79997624697756,90.48214559274695,21.340668837081466
13,167,57.87161307940372,91.51281939206268,20.84087483809008
14,167,57.95954164928502,90.5317670095284,19.57650506304814
15,167,59.73088240030344,90.74868689711278,18.831869815213807
16,167,64.42361910414486,91.80790869504781,16.767312812514984
17,167,57.41356172968359,91.26885932702437,23.149792843389072
18,167,61.6199206616054,91.01005711245482,19.543725577714227
19,167,58.390065748964886,91.605849951847,24.359842442748405
20,167,60.79648205428017,90.883473497691,21.013318699473917
21,167,58.00213002478686,91.14347349769099,25.675630242630547
22,167,59.69113475759504,91.30030952061796,25.319633061481056
23,167,60.47292588662399,89.40911096040955,23.000614935081472
24,167,55.40309011515123,91.31030952061796,25.69568397934268
25,167,63.08382909625136,90.64933329134452,18.899356326931446
26,167,59.06766669159539,91.52089192621399,25.860331017104908
27,167,61.94649836628752,91.33264806702509,24.262310169604422
28,167,65.7826381679211,91.57822525322631,20.042814103182202
29,167,66.87251341863715,90.88790869504783,19.20967407893288
