gen,nevals,avg,max,std
0,100,9.461740770572383,80.66541385893504,26.15395677240832
1,100,24.165202990172972,81.2257368206166,30.598444228419403
2,100,42.66773532673605,83.71181371888169,27.89056425472719
3,100,43.79137684796092,81.67962717780414,27.62420542781127
4,100,44.55258159995399,81.14035891571099,28.523074196460897
5,100,47.044003321075564,80.39666380935819,27.92694905596278
6,100,49.72449465221187,81.16430756253412,25.55839825884654
7,100,55.57034571680766,81.04550875726001,22.5496215017779
8,100,58.54823509448407,81.53664786302934,22.97044323503625
9,100,62.62100102499271,81.1225961931846,17.58874857721159
10,100,63.10563784583426,83.60288510173126,16.352566539754754
11,100,59.83792986849665,81.55682877602139,21.036140541663634
12,100,62.27365914024602,80.91403781882421,17.79627787693524
13,100,61.95248924824105,80.81937022547294,17.852631941256522
14,100,63.98921134065783,81.62003228770776,17.600687520861644
