gen,nevals,avg,max,std
0,125,-3.26213267681871,53.90348555448751,9.84739767393228
1,125,2.1206932008216497,80.58702991891,20.06648838230869
2,125,28.197845751163424,81.06548174145595,32.16415965594867
3,125,44.81325789195571,81.09826389270388,29.133185499717175
4,125,49.36155770622293,81.80673833314428,27.207948119073837
5,125,52.8456021447368,81.00425074213724,26.70429471181147
6,125,61.985240306246105,82.143004459043,17.95921833856239
7,125,63.125075145270884,84.98816382939422,18.893754804525326
8,125,58.607768606407525,80.87937022547294,21.867040016193368
9,125,65.86275266516053,80.87937022547294,13.105662454824097
10,125,64.19157280829376,88.22262325219845,16.89712285147537
11,125,67.10848261475347,80.87160790834668,14.52884477667757
12,125,68.17390213903887,80.87937022547294,12.86662913108625
13,125,66.47455438004258,80.87937022547294,14.506106837539809
14,125,68.49614702586136,80.87937022547294,10.279491910947328
