gen,nevals,avg,max,std
0,125,7.121781762933359,81.41965718117437,21.960786595393554
1,125,25.48872311623145,82.07891686996992,27.867734909161193
2,125,36.98513434883114,81.24765141023568,29.506395562478147
3,125,45.50725311761912,82.61587977098407,27.289002847484884
4,125,51.07103219026074,80.87160790834668,27.585343865366358
5,125,56.283658836708796,84.790268690617,23.191248545360796
6,125,57.51183978632863,81.84818297127248,23.321315142424993
7,125,59.44424619389756,80.94530260929935,22.44574758836645
8,125,60.86593966365314,81.57830929536136,19.465635510985532
9,125,62.781572714396034,81.59332849095046,18.613961813668965
10,125,62.75322793922145,83.5392380582083,17.708292525610265
11,125,64.2542969560376,83.5911879951275,18.64989790030466
12,125,62.64171840133418,80.9914688990193,19.642949880160103
13,125,64.84438585626651,81.5126165383716,14.512840312189661
14,125,64.65013524375487,81.27929812758502,17.340377095200328
