gen,nevals,avg,max,std
0,167,-4.556992731954084,0.19877348231646974,0.7439372048809877
1,167,-4.011376813407389,35.12019821931289,3.571514887043504
2,167,-3.430877358061141,30.884882962033558,4.410983786493985
3,167,-1.5710989686131973,48.584700238479066,8.191126337197643
4,167,5.958703201821426,79.07085437671768,15.63183254206734
5,167,11.23260660450342,82.22510575754609,21.906677915453955
6,167,25.98447925819945,91.28026037641666,28.176949601717318
7,167,42.78116213151916,90.06885796000867,29.134540189707657
8,167,51.44826798197973,90.15794054251876,27.119324398969724
9,167,58.023670852777265,89.82213067283884,26.60828247285904
10,167,55.441853174177815,88.84722224341856,27.525978546945282
11,167,58.44520941526671,89.47934080601576,26.489019643568398
12,167,57.526475897039035,90.04934080601576,26.974562524512677
13,167,57.60823665467502,90.33181375436229,24.822435850268576
14,167,62.41893066584666,91.89771153662929,23.462215785691228
15,167,63.92735528495114,91.42581712936891,21.303537658859653
16,167,62.05469142225568,90.00928403093162,25.022109407791692
17,167,63.14737849794981,90.97548682061537,24.83198954673339
18,167,64.21938198739446,90.59891554915035,19.93606306205429
19,167,70.17775008014601,87.72853133882495,14.467500586812369
20,167,68.26420025308384,91.16839823017624,19.538705750460302
21,167,68.2102188324558,91.35803220379151,19.365832107342005
22,167,69.61252560734283,91.56453794090363,18.54586526745975
23,167,67.47595130050128,91.35803220379151,19.482272700008583
24,167,69.94776187122405,91.75152077223274,16.537627626830442
25,167,69.59737213330904,91.43626695508642,17.744117697507015
26,167,67.67685931415879,91.61263567779596,20.90008518246211
27,167,70.38928882688637,91.7808403437306,16.360280100244843
28,167,73.74506252940364,91.6133161062981,15.42742323298451
29,167,74.13166109779088,91.75776636305181,11.736416147656103
